CodePoint Character PositionChange
00043277 0ꤍꤍꤍꤍ0 <1,38628d0
00043277 0ꤍꤍꤍꤍ0 >282165a259945,282165
00043278 0ꤎꤎꤎꤎ0 <1,38628d0
00043278 0ꤎꤎꤎꤎ0 >282165a259945,282165
00043279 0ꤏꤏꤏꤏ0 <1,38628d0
00043279 0ꤏꤏꤏꤏ0 >282165a259945,282165
00043280 0ꤐꤐꤐꤐ0 <1,38628d0
00043280 0ꤐꤐꤐꤐ0 >282165a259945,282165
00043281 0ꤑꤑꤑꤑ0 <1,38628d0
00043281 0ꤑꤑꤑꤑ0 >282165a259945,282165
00043282 0ꤒꤒꤒꤒ0 <1,38628d0
00043282 0ꤒꤒꤒꤒ0 >282165a259945,282165
00043283 0ꤓꤓꤓꤓ0 <1,38628d0
00043283 0ꤓꤓꤓꤓ0 >282165a259945,282165
00043284 0ꤔꤔꤔꤔ0 <1,38628d0
00043284 0ꤔꤔꤔꤔ0 >282165a259945,282165
00043285 0ꤕꤕꤕꤕ0 <1,38628d0
00043285 0ꤕꤕꤕꤕ0 >282165a259945,282165
00043286 0ꤖꤖꤖꤖ0 <1,38628d0
00043286 0ꤖꤖꤖꤖ0 >282165a259945,282165
00043287 0ꤗꤗꤗꤗ0 <1,38628d0
00043287 0ꤗꤗꤗꤗ0 >282165a259945,282165
00043288 0ꤘꤘꤘꤘ0 <1,38628d0
00043288 0ꤘꤘꤘꤘ0 >282165a259945,282165
00043289 0ꤙꤙꤙꤙ0 <1,38628d0
00043289 0ꤙꤙꤙꤙ0 >282165a259945,282165
00043290 0ꤚꤚꤚꤚ0 <1,38628d0
00043290 0ꤚꤚꤚꤚ0 >282165a259945,282165
00043291 0ꤛꤛꤛꤛ0 <1,38628d0
00043291 0ꤛꤛꤛꤛ0 >282165a259945,282165
00043292 0ꤜꤜꤜꤜ0 <1,38628d0
00043292 0ꤜꤜꤜꤜ0 >282165a259945,282165
00043293 0ꤝꤝꤝꤝ0 <1,38628d0
00043293 0ꤝꤝꤝꤝ0 >282165a259945,282165
00043294 0ꤞꤞꤞꤞ0 <1,38628d0
00043294 0ꤞꤞꤞꤞ0 >282165a259945,282165
00043295 0ꤟꤟꤟꤟ0 <1,38628d0
00043295 0ꤟꤟꤟꤟ0 >282165a259945,282165
00043296 0ꤠꤠꤠꤠ0 <1,38628d0
00043296 0ꤠꤠꤠꤠ0 >282165a259945,282165
00043297 0ꤡꤡꤡꤡ0 <1,38628d0
00043297 0ꤡꤡꤡꤡ0 >282165a259945,282165
00043298 0ꤢꤢꤢꤢ0 <1,38628d0
00043298 0ꤢꤢꤢꤢ0 >282165a259945,282165
00043299 0ꤣꤣꤣꤣ0 <1,38628d0
00043299 0ꤣꤣꤣꤣ0 >282165a259945,282165
00043300 0ꤤꤤꤤꤤ0 <1,38628d0
00043300 0ꤤꤤꤤꤤ0 >282165a259945,282165
00043301 0ꤥꤥꤥꤥ0 <1,38628d0
00043301 0ꤥꤥꤥꤥ0 >282165a259945,282165
00043302 0ꤦꤦꤦꤦ0 <1,38628d0
00043302 0ꤦꤦꤦꤦ0 >282165a259945,282165
00043303 0ꤧꤧꤧꤧ0 <1,38628d0
00043303 0ꤧꤧꤧꤧ0 >282165a259945,282165
00043304 0ꤨꤨꤨꤨ0 <1,38628d0
00043304 0ꤨꤨꤨꤨ0 >282165a259945,282165
00043305 0ꤩꤩꤩꤩ0 <1,38628d0
00043305 0ꤩꤩꤩꤩ0 >282165a259945,282165
00043306 0ꤪꤪꤪꤪ0 <1,38628d0
00043306 0ꤪꤪꤪꤪ0 >282165a259945,282165
00043307 0꤫꤫꤫꤫0 <1,38628d0
00043307 0꤫꤫꤫꤫0 >282165a259945,282165
00043308 0꤬꤬꤬꤬0 <1,38628d0
00043308 0꤬꤬꤬꤬0 >282165a259945,282165
00043309 0꤭꤭꤭꤭0 <1,38628d0
00043309 0꤭꤭꤭꤭0 >282165a259945,282165
00043310 0꤮꤮꤮꤮0 <1,38628d0
00043310 0꤮꤮꤮꤮0 >282165a259945,282165
00043311 0꤯꤯꤯꤯0 <1,38628d0
00043311 0꤯꤯꤯꤯0 >282165a259945,282165
00043312 0ꤰꤰꤰꤰ0 <1,38628d0
00043312 0ꤰꤰꤰꤰ0 >282165a259945,282165
00043313 0ꤱꤱꤱꤱ0 <1,38628d0
00043313 0ꤱꤱꤱꤱ0 >282165a259945,282165
00043314 0ꤲꤲꤲꤲ0 <1,38628d0
00043314 0ꤲꤲꤲꤲ0 >282165a259945,282165
00043315 0ꤳꤳꤳꤳ0 <1,38628d0
00043315 0ꤳꤳꤳꤳ0 >282165a259945,282165
00043316 0ꤴꤴꤴꤴ0 <1,38628d0
00043316 0ꤴꤴꤴꤴ0 >282165a259945,282165
00043317 0ꤵꤵꤵꤵ0 <1,38628d0
00043317 0ꤵꤵꤵꤵ0 >282165a259945,282165
00043318 0ꤶꤶꤶꤶ0 <1,38628d0
00043318 0ꤶꤶꤶꤶ0 >282165a259945,282165
00043319 0ꤷꤷꤷꤷ0 <1,38628d0
00043319 0ꤷꤷꤷꤷ0 >282165a259945,282165
00043320 0ꤸꤸꤸꤸ0 <1,38628d0
00043320 0ꤸꤸꤸꤸ0 >282165a259945,282165
00043321 0ꤹꤹꤹꤹ0 <1,38628d0
00043321 0ꤹꤹꤹꤹ0 >282165a259945,282165
00043322 0ꤺꤺꤺꤺ0 <1,38628d0
00043322 0ꤺꤺꤺꤺ0 >282165a259945,282165
00043323 0ꤻꤻꤻꤻ0 <1,38628d0
00043323 0ꤻꤻꤻꤻ0 >282165a259945,282165
00043324 0ꤼꤼꤼꤼ0 <1,38628d0
00043324 0ꤼꤼꤼꤼ0 >282165a259945,282165
00043325 0ꤽꤽꤽꤽ0 <1,38628d0
00043325 0ꤽꤽꤽꤽ0 >282165a259945,282165
00043326 0ꤾꤾꤾꤾ0 <1,38628d0
00043326 0ꤾꤾꤾꤾ0 >282165a259945,282165
00043327 0ꤿꤿꤿꤿ0 <1,38628d0
00043327 0ꤿꤿꤿꤿ0 >282165a259945,282165
00043328 0ꥀꥀꥀꥀ0 <1,38628d0
00043328 0ꥀꥀꥀꥀ0 >282165a259945,282165
00043329 0ꥁꥁꥁꥁ0 <1,38628d0
00043329 0ꥁꥁꥁꥁ0 >282165a259945,282165
00043330 0ꥂꥂꥂꥂ0 <1,38628d0
00043330 0ꥂꥂꥂꥂ0 >282165a259945,282165
00043331 0ꥃꥃꥃꥃ0 <1,38628d0
00043331 0ꥃꥃꥃꥃ0 >282165a259945,282165
00043332 0ꥄꥄꥄꥄ0 <1,38628d0
00043332 0ꥄꥄꥄꥄ0 >282165a259945,282165
00043333 0ꥅꥅꥅꥅ0 <1,38628d0
00043333 0ꥅꥅꥅꥅ0 >282165a259945,282165
00043334 0ꥆꥆꥆꥆ0 <1,38628d0
00043334 0ꥆꥆꥆꥆ0 >282165a259945,282165
00043335 0ꥇꥇꥇꥇ0 <1,38628d0
00043335 0ꥇꥇꥇꥇ0 >282165a259945,282165
00043336 0ꥈꥈꥈꥈ0 <1,38628d0
00043336 0ꥈꥈꥈꥈ0 >282165a259945,282165
00043337 0ꥉꥉꥉꥉ0 <1,38628d0
00043337 0ꥉꥉꥉꥉ0 >282165a259945,282165
00043338 0ꥊꥊꥊꥊ0 <1,38628d0
00043338 0ꥊꥊꥊꥊ0 >282165a259945,282165
00043339 0ꥋꥋꥋꥋ0 <1,38628d0
00043339 0ꥋꥋꥋꥋ0 >282165a259945,282165
00043340 0ꥌꥌꥌꥌ0 <1,38628d0
00043340 0ꥌꥌꥌꥌ0 >282165a259945,282165
00043341 0ꥍꥍꥍꥍ0 <1,38628d0
00043341 0ꥍꥍꥍꥍ0 >282165a259945,282165
00043342 0ꥎꥎꥎꥎ0 <1,38628d0
00043342 0ꥎꥎꥎꥎ0 >282165a259945,282165
00043343 0ꥏꥏꥏꥏ0 <1,38628d0
00043343 0ꥏꥏꥏꥏ0 >282165a259945,282165
00043344 0ꥐꥐꥐꥐ0 <1,38628d0
00043344 0ꥐꥐꥐꥐ0 >282165a259945,282165
00043345 0ꥑꥑꥑꥑ0 <1,38628d0
00043345 0ꥑꥑꥑꥑ0 >282165a259945,282165
00043346 0ꥒꥒꥒꥒ0 <1,38628d0
00043346 0ꥒꥒꥒꥒ0 >282165a259945,282165
00043347 0꥓꥓꥓꥓0 <1,38628d0
00043347 0꥓꥓꥓꥓0 >282165a259945,282165
00043359 0꥟꥟꥟꥟0 <1,38628d0
00043359 0꥟꥟꥟꥟0 >282165a259945,282165
00043360 0ꥠꥠꥠꥠ0 <1,38628d0
00043360 0ꥠꥠꥠꥠ0 >282165a259945,282165
00043361 0ꥡꥡꥡꥡ0 <1,38628d0
00043361 0ꥡꥡꥡꥡ0 >282165a259945,282165
00043362 0ꥢꥢꥢꥢ0 <1,38628d0
00043362 0ꥢꥢꥢꥢ0 >282165a259945,282165
00043363 0ꥣꥣꥣꥣ0 <1,38628d0
00043363 0ꥣꥣꥣꥣ0 >282165a259945,282165
00043364 0ꥤꥤꥤꥤ0 <1,38628d0
00043364 0ꥤꥤꥤꥤ0 >282165a259945,282165
00043365 0ꥥꥥꥥꥥ0 <1,38628d0
00043365 0ꥥꥥꥥꥥ0 >282165a259945,282165
00043366 0ꥦꥦꥦꥦ0 <1,38628d0
00043366 0ꥦꥦꥦꥦ0 >282165a259945,282165
00043367 0ꥧꥧꥧꥧ0 <1,38628d0
00043367 0ꥧꥧꥧꥧ0 >282165a259945,282165
00043368 0ꥨꥨꥨꥨ0 <1,38628d0
00043368 0ꥨꥨꥨꥨ0 >282165a259945,282165
00043369 0ꥩꥩꥩꥩ0 <1,38628d0
00043369 0ꥩꥩꥩꥩ0 >282165a259945,282165
00043370 0ꥪꥪꥪꥪ0 <1,38628d0
00043370 0ꥪꥪꥪꥪ0 >282165a259945,282165
00043371 0ꥫꥫꥫꥫ0 <1,38628d0
00043371 0ꥫꥫꥫꥫ0 >282165a259945,282165
00043372 0ꥬꥬꥬꥬ0 <1,38628d0
00043372 0ꥬꥬꥬꥬ0 >282165a259945,282165
00043373 0ꥭꥭꥭꥭ0 <1,38628d0
00043373 0ꥭꥭꥭꥭ0 >282165a259945,282165
00043374 0ꥮꥮꥮꥮ0 <1,38628d0
00043374 0ꥮꥮꥮꥮ0 >282165a259945,282165
00043375 0ꥯꥯꥯꥯ0 <1,38628d0
00043375 0ꥯꥯꥯꥯ0 >282165a259945,282165
00043376 0ꥰꥰꥰꥰ0 <1,38628d0
00043376 0ꥰꥰꥰꥰ0 >282165a259945,282165
00043377 0ꥱꥱꥱꥱ0 <1,38628d0
00043377 0ꥱꥱꥱꥱ0 >282165a259945,282165
00043378 0ꥲꥲꥲꥲ0 <1,38628d0
00043378 0ꥲꥲꥲꥲ0 >282165a259945,282165
00043379 0ꥳꥳꥳꥳ0 <1,38628d0
00043379 0ꥳꥳꥳꥳ0 >282165a259945,282165
00043380 0ꥴꥴꥴꥴ0 <1,38628d0
00043380 0ꥴꥴꥴꥴ0 >282165a259945,282165
00043381 0ꥵꥵꥵꥵ0 <1,38628d0
00043381 0ꥵꥵꥵꥵ0 >282165a259945,282165
00043382 0ꥶꥶꥶꥶ0 <1,38628d0
00043382 0ꥶꥶꥶꥶ0 >282165a259945,282165
00043383 0ꥷꥷꥷꥷ0 <1,38628d0
00043383 0ꥷꥷꥷꥷ0 >282165a259945,282165
00043384 0ꥸꥸꥸꥸ0 <1,38628d0
00043384 0ꥸꥸꥸꥸ0 >282165a259945,282165
00043385 0ꥹꥹꥹꥹ0 <1,38628d0
00043385 0ꥹꥹꥹꥹ0 >282165a259945,282165
00043386 0ꥺꥺꥺꥺ0 <1,38628d0
00043386 0ꥺꥺꥺꥺ0 >282165a259945,282165
00043387 0ꥻꥻꥻꥻ0 <1,38628d0
00043387 0ꥻꥻꥻꥻ0 >282165a259945,282165
00043388 0ꥼꥼꥼꥼ0 <1,38628d0
00043388 0ꥼꥼꥼꥼ0 >282165a259945,282165
00043392 0ꦀꦀꦀꦀ0 <1,38628d0
00043392 0ꦀꦀꦀꦀ0 >282165a259945,282165
00043393 0ꦁꦁꦁꦁ0 <1,38628d0
00043393 0ꦁꦁꦁꦁ0 >282165a259945,282165
00043394 0ꦂꦂꦂꦂ0 <1,38628d0
00043394 0ꦂꦂꦂꦂ0 >282165a259945,282165
00043395 0ꦃꦃꦃꦃ0 <1,38628d0
00043395 0ꦃꦃꦃꦃ0 >282165a259945,282165
00043396 0ꦄꦄꦄꦄ0 <1,38628d0
00043396 0ꦄꦄꦄꦄ0 >282165a259945,282165
00043397 0ꦅꦅꦅꦅ0 <1,38628d0
00043397 0ꦅꦅꦅꦅ0 >282165a259945,282165
00043398 0ꦆꦆꦆꦆ0 <1,38628d0
00043398 0ꦆꦆꦆꦆ0 >282165a259945,282165
00043399 0ꦇꦇꦇꦇ0 <1,38628d0
00043399 0ꦇꦇꦇꦇ0 >282165a259945,282165
00043400 0ꦈꦈꦈꦈ0 <1,38628d0
00043400 0ꦈꦈꦈꦈ0 >282165a259945,282165
00043401 0ꦉꦉꦉꦉ0 <1,38628d0
00043401 0ꦉꦉꦉꦉ0 >282165a259945,282165
00043402 0ꦊꦊꦊꦊ0 <1,38628d0
00043402 0ꦊꦊꦊꦊ0 >282165a259945,282165
00043403 0ꦋꦋꦋꦋ0 <1,38628d0
00043403 0ꦋꦋꦋꦋ0 >282165a259945,282165
00043404 0ꦌꦌꦌꦌ0 <1,38628d0
00043404 0ꦌꦌꦌꦌ0 >282165a259945,282165
00043405 0ꦍꦍꦍꦍ0 <1,38628d0
00043405 0ꦍꦍꦍꦍ0 >282165a259945,282165
00043406 0ꦎꦎꦎꦎ0 <1,38628d0
00043406 0ꦎꦎꦎꦎ0 >282165a259945,282165
00043407 0ꦏꦏꦏꦏ0 <1,38628d0
00043407 0ꦏꦏꦏꦏ0 >282165a259945,282165
00043408 0ꦐꦐꦐꦐ0 <1,38628d0
00043408 0ꦐꦐꦐꦐ0 >282165a259945,282165
00043409 0ꦑꦑꦑꦑ0 <1,38628d0
00043409 0ꦑꦑꦑꦑ0 >282165a259945,282165
00043410 0ꦒꦒꦒꦒ0 <1,38628d0
00043410 0ꦒꦒꦒꦒ0 >282165a259945,282165
00043411 0ꦓꦓꦓꦓ0 <1,38628d0
00043411 0ꦓꦓꦓꦓ0 >282165a259945,282165
00043412 0ꦔꦔꦔꦔ0 <1,38628d0
00043412 0ꦔꦔꦔꦔ0 >282165a259945,282165
00043413 0ꦕꦕꦕꦕ0 <1,38628d0
00043413 0ꦕꦕꦕꦕ0 >282165a259945,282165
00043414 0ꦖꦖꦖꦖ0 <1,38628d0
00043414 0ꦖꦖꦖꦖ0 >282165a259945,282165
00043415 0ꦗꦗꦗꦗ0 <1,38628d0
00043415 0ꦗꦗꦗꦗ0 >282165a259945,282165
00043416 0ꦘꦘꦘꦘ0 <1,38628d0
00043416 0ꦘꦘꦘꦘ0 >282165a259945,282165
00043417 0ꦙꦙꦙꦙ0 <1,38628d0
00043417 0ꦙꦙꦙꦙ0 >282165a259945,282165
00043418 0ꦚꦚꦚꦚ0 <1,38628d0
00043418 0ꦚꦚꦚꦚ0 >282165a259945,282165
00043419 0ꦛꦛꦛꦛ0 <1,38628d0
00043419 0ꦛꦛꦛꦛ0 >282165a259945,282165
00043420 0ꦜꦜꦜꦜ0 <1,38628d0
00043420 0ꦜꦜꦜꦜ0 >282165a259945,282165
00043421 0ꦝꦝꦝꦝ0 <1,38628d0
00043421 0ꦝꦝꦝꦝ0 >282165a259945,282165
00043422 0ꦞꦞꦞꦞ0 <1,38628d0
00043422 0ꦞꦞꦞꦞ0 >282165a259945,282165
00043423 0ꦟꦟꦟꦟ0 <1,38628d0
00043423 0ꦟꦟꦟꦟ0 >282165a259945,282165
00043424 0ꦠꦠꦠꦠ0 <1,38628d0
00043424 0ꦠꦠꦠꦠ0 >282165a259945,282165
00043425 0ꦡꦡꦡꦡ0 <1,38628d0
00043425 0ꦡꦡꦡꦡ0 >282165a259945,282165
00043426 0ꦢꦢꦢꦢ0 <1,38628d0
00043426 0ꦢꦢꦢꦢ0 >282165a259945,282165
00043427 0ꦣꦣꦣꦣ0 <1,38628d0
00043427 0ꦣꦣꦣꦣ0 >282165a259945,282165
00043428 0ꦤꦤꦤꦤ0 <1,38628d0
00043428 0ꦤꦤꦤꦤ0 >282165a259945,282165
00043429 0ꦥꦥꦥꦥ0 <1,38628d0
00043429 0ꦥꦥꦥꦥ0 >282165a259945,282165
00043430 0ꦦꦦꦦꦦ0 <1,38628d0
00043430 0ꦦꦦꦦꦦ0 >282165a259945,282165
00043431 0ꦧꦧꦧꦧ0 <1,38628d0
00043431 0ꦧꦧꦧꦧ0 >282165a259945,282165
00043432 0ꦨꦨꦨꦨ0 <1,38628d0
00043432 0ꦨꦨꦨꦨ0 >282165a259945,282165
00043433 0ꦩꦩꦩꦩ0 <1,38628d0
00043433 0ꦩꦩꦩꦩ0 >282165a259945,282165
00043434 0ꦪꦪꦪꦪ0 <1,38628d0
00043434 0ꦪꦪꦪꦪ0 >282165a259945,282165
00043435 0ꦫꦫꦫꦫ0 <1,38628d0
00043435 0ꦫꦫꦫꦫ0 >282165a259945,282165
00043436 0ꦬꦬꦬꦬ0 <1,38628d0
00043436 0ꦬꦬꦬꦬ0 >282165a259945,282165
00043437 0ꦭꦭꦭꦭ0 <1,38628d0
00043437 0ꦭꦭꦭꦭ0 >282165a259945,282165
00043438 0ꦮꦮꦮꦮ0 <1,38628d0
00043438 0ꦮꦮꦮꦮ0 >282165a259945,282165
00043439 0ꦯꦯꦯꦯ0 <1,38628d0
00043439 0ꦯꦯꦯꦯ0 >282165a259945,282165
00043440 0ꦰꦰꦰꦰ0 <1,38628d0
00043440 0ꦰꦰꦰꦰ0 >282165a259945,282165
00043441 0ꦱꦱꦱꦱ0 <1,38628d0
00043441 0ꦱꦱꦱꦱ0 >282165a259945,282165
00043442 0ꦲꦲꦲꦲ0 <1,38628d0
00043442 0ꦲꦲꦲꦲ0 >282165a259945,282165
00043443 0꦳꦳꦳꦳0 <1,38628d0
00043443 0꦳꦳꦳꦳0 >282165a259945,282165
00043444 0ꦴꦴꦴꦴ0 <1,38628d0
00043444 0ꦴꦴꦴꦴ0 >282165a259945,282165
00043445 0ꦵꦵꦵꦵ0 <1,38628d0
00043445 0ꦵꦵꦵꦵ0 >282165a259945,282165
00043446 0ꦶꦶꦶꦶ0 <1,38628d0
00043446 0ꦶꦶꦶꦶ0 >282165a259945,282165
00043447 0ꦷꦷꦷꦷ0 <1,38628d0
00043447 0ꦷꦷꦷꦷ0 >282165a259945,282165
00043448 0ꦸꦸꦸꦸ0 <1,38628d0
00043448 0ꦸꦸꦸꦸ0 >282165a259945,282165
00043449 0ꦹꦹꦹꦹ0 <1,38628d0
00043449 0ꦹꦹꦹꦹ0 >282165a259945,282165
00043450 0ꦺꦺꦺꦺ0 <1,38628d0
00043450 0ꦺꦺꦺꦺ0 >282165a259945,282165
00043451 0ꦻꦻꦻꦻ0 <1,38628d0
00043451 0ꦻꦻꦻꦻ0 >282165a259945,282165
00043452 0ꦼꦼꦼꦼ0 <1,38628d0
00043452 0ꦼꦼꦼꦼ0 >282165a259945,282165
00043453 0ꦽꦽꦽꦽ0 <1,38628d0
00043453 0ꦽꦽꦽꦽ0 >282165a259945,282165
00043454 0ꦾꦾꦾꦾ0 <1,38628d0
00043454 0ꦾꦾꦾꦾ0 >282165a259945,282165
00043455 0ꦿꦿꦿꦿ0 <1,38628d0
00043455 0ꦿꦿꦿꦿ0 >282165a259945,282165
00043456 0꧀꧀꧀꧀0 <1,38628d0
00043456 0꧀꧀꧀꧀0 >282165a259945,282165
00043457 0꧁꧁꧁꧁0 <1,38628d0
00043457 0꧁꧁꧁꧁0 >282165a259945,282165
00043458 0꧂꧂꧂꧂0 <1,38628d0
00043458 0꧂꧂꧂꧂0 >282165a259945,282165
00043459 0꧃꧃꧃꧃0 <1,38628d0
00043459 0꧃꧃꧃꧃0 >282165a259945,282165
00043460 0꧄꧄꧄꧄0 <1,38628d0
00043460 0꧄꧄꧄꧄0 >282165a259945,282165
00043461 0꧅꧅꧅꧅0 <1,38628d0
00043461 0꧅꧅꧅꧅0 >282165a259945,282165
00043462 0꧆꧆꧆꧆0 <1,38628d0
00043462 0꧆꧆꧆꧆0 >282165a259945,282165
00043463 0꧇꧇꧇꧇0 <1,38628d0
00043463 0꧇꧇꧇꧇0 >282165a259945,282165
00043464 0꧈꧈꧈꧈0 <1,38628d0
00043464 0꧈꧈꧈꧈0 >282165a259945,282165
00043465 0꧉꧉꧉꧉0 <1,38628d0
00043465 0꧉꧉꧉꧉0 >282165a259945,282165
00043466 0꧊꧊꧊꧊0 <1,38628d0
00043466 0꧊꧊꧊꧊0 >282165a259945,282165
00043467 0꧋꧋꧋꧋0 <1,38628d0
00043467 0꧋꧋꧋꧋0 >282165a259945,282165
00043468 0꧌꧌꧌꧌0 <1,38628d0
00043468 0꧌꧌꧌꧌0 >282165a259945,282165
00043469 0꧍꧍꧍꧍0 <1,38628d0
00043469 0꧍꧍꧍꧍0 >282165a259945,282165
00043471 0ꧏꧏꧏꧏ0 <1,38628d0
00043471 0ꧏꧏꧏꧏ0 >282165a259945,282165
00043472 0꧐꧐꧐꧐0 <1,38628d0
00043472 0꧐꧐꧐꧐0 >282165a259945,282165
00043473 0꧑꧑꧑꧑0 <1,38628d0
00043473 0꧑꧑꧑꧑0 >282165a259945,282165
00043474 0꧒꧒꧒꧒0 <1,38628d0
00043474 0꧒꧒꧒꧒0 >282165a259945,282165
00043475 0꧓꧓꧓꧓0 <1,38628d0
00043475 0꧓꧓꧓꧓0 >282165a259945,282165
00043476 0꧔꧔꧔꧔0 <1,38628d0
00043476 0꧔꧔꧔꧔0 >282165a259945,282165
00043477 0꧕꧕꧕꧕0 <1,38628d0
00043477 0꧕꧕꧕꧕0 >282165a259945,282165
00043478 0꧖꧖꧖꧖0 <1,38628d0
00043478 0꧖꧖꧖꧖0 >282165a259945,282165
00043479 0꧗꧗꧗꧗0 <1,38628d0
00043479 0꧗꧗꧗꧗0 >282165a259945,282165
00043480 0꧘꧘꧘꧘0 <1,38628d0
00043480 0꧘꧘꧘꧘0 >282165a259945,282165
00043481 0꧙꧙꧙꧙0 <1,38628d0
00043481 0꧙꧙꧙꧙0 >282165a259945,282165
00043486 0꧞꧞꧞꧞0 <1,38628d0
00043486 0꧞꧞꧞꧞0 >282165a259945,282165
00043487 0꧟꧟꧟꧟0 <1,38628d0
00043487 0꧟꧟꧟꧟0 >282165a259945,282165
00043488 0ꧠꧠꧠꧠ0 <1,38628d0
00043488 0ꧠꧠꧠꧠ0 >282165a259945,282165
00043489 0ꧡꧡꧡꧡ0 <1,38628d0
00043489 0ꧡꧡꧡꧡ0 >282165a259945,282165
00043490 0ꧢꧢꧢꧢ0 <1,38628d0
00043490 0ꧢꧢꧢꧢ0 >282165a259945,282165
00043491 0ꧣꧣꧣꧣ0 <1,38628d0
00043491 0ꧣꧣꧣꧣ0 >282165a259945,282165
00043492 0ꧤꧤꧤꧤ0 <1,38628d0
00043492 0ꧤꧤꧤꧤ0 >282165a259945,282165
00043493 0ꧥꧥꧥꧥ0 <1,38628d0
00043493 0ꧥꧥꧥꧥ0 >282165a259945,282165
00043494 0ꧦꧦꧦꧦ0 <1,38628d0
00043494 0ꧦꧦꧦꧦ0 >282165a259945,282165
00043495 0ꧧꧧꧧꧧ0 <1,38628d0
00043495 0ꧧꧧꧧꧧ0 >282165a259945,282165
00043496 0ꧨꧨꧨꧨ0 <1,38628d0
00043496 0ꧨꧨꧨꧨ0 >282165a259945,282165
00043497 0ꧩꧩꧩꧩ0 <1,38628d0
00043497 0ꧩꧩꧩꧩ0 >282165a259945,282165
00043498 0ꧪꧪꧪꧪ0 <1,38628d0
00043498 0ꧪꧪꧪꧪ0 >282165a259945,282165
00043499 0ꧫꧫꧫꧫ0 <1,38628d0
00043499 0ꧫꧫꧫꧫ0 >282165a259945,282165
00043500 0ꧬꧬꧬꧬ0 <1,38628d0
00043500 0ꧬꧬꧬꧬ0 >282165a259945,282165
00043501 0ꧭꧭꧭꧭ0 <1,38628d0
00043501 0ꧭꧭꧭꧭ0 >282165a259945,282165
00043502 0ꧮꧮꧮꧮ0 <1,38628d0
00043502 0ꧮꧮꧮꧮ0 >282165a259945,282165
00043503 0ꧯꧯꧯꧯ0 <1,38628d0
00043503 0ꧯꧯꧯꧯ0 >282165a259945,282165
00043504 0꧰꧰꧰꧰0 <1,38628d0
00043504 0꧰꧰꧰꧰0 >282165a259945,282165
00043505 0꧱꧱꧱꧱0 <1,38628d0
00043505 0꧱꧱꧱꧱0 >282165a259945,282165
00043506 0꧲꧲꧲꧲0 <1,38628d0
00043506 0꧲꧲꧲꧲0 >282165a259945,282165
00043507 0꧳꧳꧳꧳0 <1,38628d0
00043507 0꧳꧳꧳꧳0 >282165a259945,282165
00043508 0꧴꧴꧴꧴0 <1,38628d0
00043508 0꧴꧴꧴꧴0 >282165a259945,282165
00043509 0꧵꧵꧵꧵0 <1,38628d0
00043509 0꧵꧵꧵꧵0 >282165a259945,282165
00043510 0꧶꧶꧶꧶0 <1,38628d0
00043510 0꧶꧶꧶꧶0 >282165a259945,282165
00043511 0꧷꧷꧷꧷0 <1,38628d0
00043511 0꧷꧷꧷꧷0 >282165a259945,282165
00043512 0꧸꧸꧸꧸0 <1,38628d0
00043512 0꧸꧸꧸꧸0 >282165a259945,282165
00043513 0꧹꧹꧹꧹0 <1,38628d0
00043513 0꧹꧹꧹꧹0 >282165a259945,282165
00043514 0ꧺꧺꧺꧺ0 <1,38628d0
00043514 0ꧺꧺꧺꧺ0 >282165a259945,282165
00043515 0ꧻꧻꧻꧻ0 <1,38628d0
00043515 0ꧻꧻꧻꧻ0 >282165a259945,282165
00043516 0ꧼꧼꧼꧼ0 <1,38628d0
00043516 0ꧼꧼꧼꧼ0 >282165a259945,282165
00043517 0ꧽꧽꧽꧽ0 <1,38628d0
00043517 0ꧽꧽꧽꧽ0 >282165a259945,282165
00043518 0ꧾꧾꧾꧾ0 <1,38628d0
00043518 0ꧾꧾꧾꧾ0 >282165a259945,282165
00043520 0ꨀꨀꨀꨀ0 <1,38628d0
00043520 0ꨀꨀꨀꨀ0 >282165a259945,282165
00043521 0ꨁꨁꨁꨁ0 <1,38628d0
00043521 0ꨁꨁꨁꨁ0 >282165a259945,282165
00043522 0ꨂꨂꨂꨂ0 <1,38628d0
00043522 0ꨂꨂꨂꨂ0 >282165a259945,282165
00043523 0ꨃꨃꨃꨃ0 <1,38628d0
00043523 0ꨃꨃꨃꨃ0 >282165a259945,282165
00043524 0ꨄꨄꨄꨄ0 <1,38628d0
00043524 0ꨄꨄꨄꨄ0 >282165a259945,282165
00043525 0ꨅꨅꨅꨅ0 <1,38628d0
00043525 0ꨅꨅꨅꨅ0 >282165a259945,282165
00043526 0ꨆꨆꨆꨆ0 <1,38628d0
00043526 0ꨆꨆꨆꨆ0 >282165a259945,282165
00043527 0ꨇꨇꨇꨇ0 <1,38628d0
00043527 0ꨇꨇꨇꨇ0 >282165a259945,282165
00043528 0ꨈꨈꨈꨈ0 <1,38628d0
00043528 0ꨈꨈꨈꨈ0 >282165a259945,282165
00043529 0ꨉꨉꨉꨉ0 <1,38628d0
00043529 0ꨉꨉꨉꨉ0 >282165a259945,282165
00043530 0ꨊꨊꨊꨊ0 <1,38628d0
00043530 0ꨊꨊꨊꨊ0 >282165a259945,282165
00043531 0ꨋꨋꨋꨋ0 <1,38628d0
00043531 0ꨋꨋꨋꨋ0 >282165a259945,282165
00043532 0ꨌꨌꨌꨌ0 <1,38628d0
00043532 0ꨌꨌꨌꨌ0 >282165a259945,282165
