
# Filtering out patterns with more than 20,000 distinct codepoints to preserve version control sanity.
#   Exceptions:
#   - full data for Basic Latin and Latin-1 Supplement blocks, aka ASCII & ISO-8859-1
#   - full data for pattern S-199, aka single-character strings
# 
# Filtered Pattern ID (total count of distinct codepoints in diff output), Pattern ID (codepoints), etc:
#   S-326 (22282x), S-585 (22435x), S-423 (22461x), S-426 (22432x), S-323 (22311x), S-324 (22311x), S-424 (22461x), S-583 (22283x), S-481 (22279x), S-420 (22406x) 

# CodePoint UnicodeBlock PatternID String PositionChange
000a2f 0A00 S-414  ਯਯ  -21405850,24+21405850,24
000a2f 0A00 S-416 クਯਯク -21405850,24+21405850,24
000a30 0A00 S-213 .ਰ -21405944,22+21405944,22
000a30 0A00 S-214  ਰ -21405944,22+21405944,22
000a30 0A00 S-216 クਰ -21405944,22+21405944,22
000a30 0A00 S-313 .ਰ. -21405944,22+21405944,22
000a30 0A00 S-314  ਰ  -21405944,22+21405944,22
000a30 0A00 S-316 クਰク -21405944,22+21405944,22
000a30 0A00 S-343 ਰ.ਰ -21405970,24+21405970,24
000a30 0A00 S-344 ਰ ਰ -21405970,24+21405970,24
000a30 0A00 S-346 ਰクਰ -21405970,24+21405970,24
000a30 0A00 S-353 .ਰਰ -21405970,24+21405970,24
000a30 0A00 S-354  ਰਰ -21405970,24+21405970,24
000a30 0A00 S-356 クਰਰ -21405970,24+21405970,24
000a30 0A00 S-413 .ਰਰ. -21405970,24+21405970,24
000a30 0A00 S-414  ਰਰ  -21405970,24+21405970,24
000a30 0A00 S-416 クਰਰク -21405970,24+21405970,24
000a32 0A00 S-213 .ਲ -21406004,39+21406004,39
000a32 0A00 S-214  ਲ -21406004,39+21406004,39
000a32 0A00 S-216 クਲ -21406004,39+21406004,39
000a32 0A00 S-313 .ਲ. -21406004,39+21406004,39
000a32 0A00 S-314  ਲ  -21406004,39+21406004,39
000a32 0A00 S-316 クਲク -21406004,39+21406004,39
000a32 0A00 S-343 ਲ.ਲ -21406056,43+21406056,43
000a32 0A00 S-344 ਲ ਲ -21406056,43+21406056,43
000a32 0A00 S-346 ਲクਲ -21406056,43+21406056,43
000a32 0A00 S-353 .ਲਲ -21406056,43+21406056,43
000a32 0A00 S-354  ਲਲ -21406056,43+21406056,43
000a32 0A00 S-356 クਲਲ -21406056,43+21406056,43
000a32 0A00 S-413 .ਲਲ. -21406056,43+21406056,43
000a32 0A00 S-414  ਲਲ  -21406056,43+21406056,43
000a32 0A00 S-416 クਲਲク -21406056,43+21406056,43
000a33 0A00 S-213 .ਲ਼ -21406004,39+21406004,39
000a33 0A00 S-214  ਲ਼ -21406004,39+21406004,39
000a33 0A00 S-216 クਲ਼ -21406004,39+21406004,39
000a33 0A00 S-313 .ਲ਼. -21406004,39+21406004,39
000a33 0A00 S-314  ਲ਼  -21406004,39+21406004,39
000a33 0A00 S-316 クਲ਼ク -21406004,39+21406004,39
000a33 0A00 S-343 ਲ਼.ਲ਼ -21406056,43+21406056,43
000a33 0A00 S-344 ਲ਼ ਲ਼ -21406056,43+21406056,43
000a33 0A00 S-346 ਲ਼クਲ਼ -21406056,43+21406056,43
000a33 0A00 S-353 .ਲ਼ਲ਼ -21406056,43+21406056,43
000a33 0A00 S-354  ਲ਼ਲ਼ -21406056,43+21406056,43
000a33 0A00 S-356 クਲ਼ਲ਼ -21406056,43+21406056,43
000a33 0A00 S-413 .ਲ਼ਲ਼. -21406056,43+21406056,43
000a33 0A00 S-414  ਲ਼ਲ਼  -21406056,43+21406056,43
000a33 0A00 S-416 クਲ਼ਲ਼ク -21406056,43+21406056,43
000a35 0A00 S-213 .ਵ -21406124,22+21406124,22
000a35 0A00 S-214  ਵ -21406124,22+21406124,22
000a35 0A00 S-216 クਵ -21406124,22+21406124,22
000a35 0A00 S-313 .ਵ. -21406124,22+21406124,22
000a35 0A00 S-314  ਵ  -21406124,22+21406124,22
000a35 0A00 S-316 クਵク -21406124,22+21406124,22
000a35 0A00 S-343 ਵ.ਵ -21406150,24+21406150,24
000a35 0A00 S-344 ਵ ਵ -21406150,24+21406150,24
000a35 0A00 S-346 ਵクਵ -21406150,24+21406150,24
000a35 0A00 S-353 .ਵਵ -21406150,24+21406150,24
000a35 0A00 S-354  ਵਵ -21406150,24+21406150,24
000a35 0A00 S-356 クਵਵ -21406150,24+21406150,24
000a35 0A00 S-413 .ਵਵ. -21406150,24+21406150,24
000a35 0A00 S-414  ਵਵ  -21406150,24+21406150,24
000a35 0A00 S-416 クਵਵク -21406150,24+21406150,24
000a36 0A00 S-213 .ਸ਼ -21403844,39+21403844,39
000a36 0A00 S-214  ਸ਼ -21403844,39+21403844,39
000a36 0A00 S-216 クਸ਼ -21403844,39+21403844,39
000a36 0A00 S-313 .ਸ਼. -21403844,39+21403844,39
000a36 0A00 S-314  ਸ਼  -21403844,39+21403844,39
000a36 0A00 S-316 クਸ਼ク -21403844,39+21403844,39
000a36 0A00 S-343 ਸ਼.ਸ਼ -21403896,43+21403896,43
000a36 0A00 S-344 ਸ਼ ਸ਼ -21403896,43+21403896,43
000a36 0A00 S-346 ਸ਼クਸ਼ -21403896,43+21403896,43
000a36 0A00 S-353 .ਸ਼ਸ਼ -21403896,43+21403896,43
000a36 0A00 S-354  ਸ਼ਸ਼ -21403896,43+21403896,43
000a36 0A00 S-356 クਸ਼ਸ਼ -21403896,43+21403896,43
000a36 0A00 S-413 .ਸ਼ਸ਼. -21403896,43+21403896,43
000a36 0A00 S-414  ਸ਼ਸ਼  -21403896,43+21403896,43
000a36 0A00 S-416 クਸ਼ਸ਼ク -21403896,43+21403896,43
000a38 0A00 S-213 .ਸ -21403844,39+21403844,39
000a38 0A00 S-214  ਸ -21403844,39+21403844,39
000a38 0A00 S-216 クਸ -21403844,39+21403844,39
000a38 0A00 S-313 .ਸ. -21403844,39+21403844,39
000a38 0A00 S-314  ਸ  -21403844,39+21403844,39
000a38 0A00 S-316 クਸク -21403844,39+21403844,39
000a38 0A00 S-343 ਸ.ਸ -21403896,43+21403896,43
000a38 0A00 S-344 ਸ ਸ -21403896,43+21403896,43
000a38 0A00 S-346 ਸクਸ -21403896,43+21403896,43
000a38 0A00 S-353 .ਸਸ -21403896,43+21403896,43
000a38 0A00 S-354  ਸਸ -21403896,43+21403896,43
000a38 0A00 S-356 クਸਸ -21403896,43+21403896,43
000a38 0A00 S-413 .ਸਸ. -21403896,43+21403896,43
000a38 0A00 S-414  ਸਸ  -21403896,43+21403896,43
000a38 0A00 S-416 クਸਸク -21403896,43+21403896,43
000a39 0A00 S-213 .ਹ -21403964,22+21403964,22
000a39 0A00 S-214  ਹ -21403964,22+21403964,22
000a39 0A00 S-216 クਹ -21403964,22+21403964,22
000a39 0A00 S-313 .ਹ. -21403964,22+21403964,22
000a39 0A00 S-314  ਹ  -21403964,22+21403964,22
000a39 0A00 S-316 クਹク -21403964,22+21403964,22
000a39 0A00 S-343 ਹ.ਹ -21403990,24+21403990,24
000a39 0A00 S-344 ਹ ਹ -21403990,24+21403990,24
000a39 0A00 S-346 ਹクਹ -21403990,24+21403990,24
000a39 0A00 S-353 .ਹਹ -21403990,24+21403990,24
000a39 0A00 S-354  ਹਹ -21403990,24+21403990,24
000a39 0A00 S-356 クਹਹ -21403990,24+21403990,24
000a39 0A00 S-413 .ਹਹ. -21403990,24+21403990,24
000a39 0A00 S-414  ਹਹ  -21403990,24+21403990,24
000a39 0A00 S-416 クਹਹク -21403990,24+21403990,24
000a3c 0A00 S-213 .਼ -10093146,224+10093147,223
000a3c 0A00 S-214  ਼ -10093146,224+10093147,223
000a3c 0A00 S-216 ク਼ -10093146,224+10093147,223
000a3c 0A00 S-313 .਼. -10093146,224+10093147,223
000a3c 0A00 S-314  ਼  -10093146,224+10093147,223
000a3c 0A00 S-316 ク਼ク -10093146,224+10093147,223
000a3c 0A00 S-320 BB਼ -18105388,112+18105444,6:-18105502,25+18105452,75
000a3c 0A00 S-321 OO਼ -21181552,58+21181584,6:-21181681,25+21181661,45
000a3c 0A00 S-322 33਼ -13202752,52+13202765,23:-13202970,72+13202984,58
000a3c 0A00 S-343 ਼.਼ -10093146,224+10093147,223
000a3c 0A00 S-344 ਼ ਼ -10093146,224+10093147,223
000a3c 0A00 S-346 ਼ク਼ -10093146,224+10093147,223
000a3c 0A00 S-353 .਼਼ -10093146,224+10093147,223
000a3c 0A00 S-354  ਼਼ -10093146,224+10093147,223
000a3c 0A00 S-356 ク਼਼ -10093146,224+10093147,223
000a3c 0A00 S-380 3B਼ -13768245,44+13768261,12:-13768293,6+13768277,22
000a3c 0A00 S-413 .਼਼. -10093146,224+10093147,223
000a3c 0A00 S-414  ਼਼  -10093146,224+10093147,223
000a3c 0A00 S-416 ク਼਼ク -10093146,224+10093147,223
000a3c 0A00 S-421 OO਼਼ -21181552,58+21181584,6:-21181681,25+21181661,45
000a3c 0A00 S-422 33਼਼ -13202752,52+13202765,23:-13202970,72+13202984,58
000a3c 0A00 S-480 3B਼B -14286797,44+14286813,12:-14286845,6+14286829,22
000a3c 0A00 S-580 BB਼਼	 -18105388,112+18105444,6:-18105502,25+18105452,75
000a3c 0A00 S-581 	BB਼਼ -18105388,112+18105444,6:-18105502,25+18105452,75
000a3c 0A00 S-582 BB-਼਼ -18105388,112+18105444,6:-18105502,25+18105452,75
000a3e 0A00 S-213 .ਾ -21406244,22+21406244,22
000a3e 0A00 S-214  ਾ -21406244,22+21406244,22
000a3e 0A00 S-216 クਾ -21406244,22+21406244,22
000a3e 0A00 S-313 .ਾ. -21406244,22+21406244,22
000a3e 0A00 S-314  ਾ  -21406244,22+21406244,22
000a3e 0A00 S-316 クਾク -21406244,22+21406244,22
000a3e 0A00 S-343 ਾ.ਾ -21406270,24+21406270,24
000a3e 0A00 S-344 ਾ ਾ -21406270,24+21406270,24
000a3e 0A00 S-346 ਾクਾ -21406270,24+21406270,24
000a3e 0A00 S-353 .ਾਾ -21406270,24+21406270,24
000a3e 0A00 S-354  ਾਾ -21406270,24+21406270,24
000a3e 0A00 S-356 クਾਾ -21406270,24+21406270,24
000a3e 0A00 S-413 .ਾਾ. -21406270,24+21406270,24
000a3e 0A00 S-414  ਾਾ  -21406270,24+21406270,24
000a3e 0A00 S-416 クਾਾク -21406270,24+21406270,24
000a3f 0A00 S-203 ਿ. -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-204 ਿ  -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-206 ਿク -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-303 ਿ.. -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-304 ਿ   -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-306 ਿクク -21406304,12+21406304,6:-21406320,6+21406314,12
000a3f 0A00 S-333 ਿਿ. -21406330,12+21406330,6:-21406348,6+21406342,12
000a3f 0A00 S-334 ਿਿ  -21406330,12+21406330,6:-21406348,6+21406342,12
000a3f 0A00 S-336 ਿਿク -21406330,12+21406330,6:-21406348,6+21406342,12
000a3f 0A00 S-403 ਿਿ.. -21406330,12+21406330,6:-21406348,6+21406342,12
000a3f 0A00 S-404 ਿਿ   -21406330,12+21406330,6:-21406348,6+21406342,12
000a3f 0A00 S-406 ਿਿクク -21406330,12+21406330,6:-21406348,6+21406342,12
000a40 0A00 S-213 .ੀ -21406364,22+21406364,22
000a40 0A00 S-214  ੀ -21406364,22+21406364,22
000a40 0A00 S-216 クੀ -21406364,22+21406364,22
000a40 0A00 S-313 .ੀ. -21406364,22+21406364,22
000a40 0A00 S-314  ੀ  -21406364,22+21406364,22
000a40 0A00 S-316 クੀク -21406364,22+21406364,22
000a40 0A00 S-343 ੀ.ੀ -21406390,24+21406390,24
000a40 0A00 S-344 ੀ ੀ -21406390,24+21406390,24
000a40 0A00 S-346 ੀクੀ -21406390,24+21406390,24
000a40 0A00 S-353 .ੀੀ -21406390,24+21406390,24
000a40 0A00 S-354  ੀੀ -21406390,24+21406390,24
000a40 0A00 S-356 クੀੀ -21406390,24+21406390,24
000a40 0A00 S-413 .ੀੀ. -21406390,24+21406390,24
000a40 0A00 S-414  ੀੀ  -21406390,24+21406390,24
000a40 0A00 S-416 クੀੀク -21406390,24+21406390,24
000a41 0A00 S-213 .ੁ -21406424,22+21406424,22
000a41 0A00 S-214  ੁ -21406424,22+21406424,22
000a41 0A00 S-216 クੁ -21406424,22+21406424,22
000a41 0A00 S-313 .ੁ. -21406424,22+21406424,22
000a41 0A00 S-314  ੁ  -21406424,22+21406424,22
000a41 0A00 S-316 クੁク -21406424,22+21406424,22
000a41 0A00 S-343 ੁ.ੁ -21406450,24+21406450,24
000a41 0A00 S-344 ੁ ੁ -21406450,24+21406450,24
000a41 0A00 S-346 ੁクੁ -21406450,24+21406450,24
000a41 0A00 S-353 .ੁੁ -21406450,24+21406450,24
000a41 0A00 S-354  ੁੁ -21406450,24+21406450,24
000a41 0A00 S-356 クੁੁ -21406450,24+21406450,24
000a41 0A00 S-413 .ੁੁ. -21406450,24+21406450,24
000a41 0A00 S-414  ੁੁ  -21406450,24+21406450,24
000a41 0A00 S-416 クੁੁク -21406450,24+21406450,24
000a42 0A00 S-213 .ੂ -21406484,22+21406484,22
000a42 0A00 S-214  ੂ -21406484,22+21406484,22
000a42 0A00 S-216 クੂ -21406484,22+21406484,22
000a42 0A00 S-313 .ੂ. -21406484,22+21406484,22
000a42 0A00 S-314  ੂ  -21406484,22+21406484,22
000a42 0A00 S-316 クੂク -21406484,22+21406484,22
000a42 0A00 S-343 ੂ.ੂ -21406510,24+21406510,24
000a42 0A00 S-344 ੂ ੂ -21406510,24+21406510,24
000a42 0A00 S-346 ੂクੂ -21406510,24+21406510,24
000a42 0A00 S-353 .ੂੂ -21406510,24+21406510,24
000a42 0A00 S-354  ੂੂ -21406510,24+21406510,24
000a42 0A00 S-356 クੂੂ -21406510,24+21406510,24
000a42 0A00 S-413 .ੂੂ. -21406510,24+21406510,24
000a42 0A00 S-414  ੂੂ  -21406510,24+21406510,24
000a42 0A00 S-416 クੂੂク -21406510,24+21406510,24
000a47 0A00 S-213 .ੇ -21406544,22+21406544,22
000a47 0A00 S-214  ੇ -21406544,22+21406544,22
000a47 0A00 S-216 クੇ -21406544,22+21406544,22
000a47 0A00 S-313 .ੇ. -21406544,22+21406544,22
000a47 0A00 S-314  ੇ  -21406544,22+21406544,22
000a47 0A00 S-316 クੇク -21406544,22+21406544,22
000a47 0A00 S-343 ੇ.ੇ -21406570,24+21406570,24
000a47 0A00 S-344 ੇ ੇ -21406570,24+21406570,24
000a47 0A00 S-346 ੇクੇ -21406570,24+21406570,24
000a47 0A00 S-353 .ੇੇ -21406570,24+21406570,24
000a47 0A00 S-354  ੇੇ -21406570,24+21406570,24
000a47 0A00 S-356 クੇੇ -21406570,24+21406570,24
000a47 0A00 S-413 .ੇੇ. -21406570,24+21406570,24
000a47 0A00 S-414  ੇੇ  -21406570,24+21406570,24
000a47 0A00 S-416 クੇੇク -21406570,24+21406570,24
000a48 0A00 S-213 .ੈ -21406604,22+21406604,22
000a48 0A00 S-214  ੈ -21406604,22+21406604,22
000a48 0A00 S-216 クੈ -21406604,22+21406604,22
000a48 0A00 S-313 .ੈ. -21406604,22+21406604,22
000a48 0A00 S-314  ੈ  -21406604,22+21406604,22
000a48 0A00 S-316 クੈク -21406604,22+21406604,22
000a48 0A00 S-343 ੈ.ੈ -21406630,24+21406630,24
000a48 0A00 S-344 ੈ ੈ -21406630,24+21406630,24
000a48 0A00 S-346 ੈクੈ -21406630,24+21406630,24
000a48 0A00 S-353 .ੈੈ -21406630,24+21406630,24
000a48 0A00 S-354  ੈੈ -21406630,24+21406630,24
000a48 0A00 S-356 クੈੈ -21406630,24+21406630,24
000a48 0A00 S-413 .ੈੈ. -21406630,24+21406630,24
000a48 0A00 S-414  ੈੈ  -21406630,24+21406630,24
000a48 0A00 S-416 クੈੈク -21406630,24+21406630,24
000a4b 0A00 S-213 .ੋ -21406664,22+21406664,22
000a4b 0A00 S-214  ੋ -21406664,22+21406664,22
000a4b 0A00 S-216 クੋ -21406664,22+21406664,22
000a4b 0A00 S-313 .ੋ. -21406664,22+21406664,22
000a4b 0A00 S-314  ੋ  -21406664,22+21406664,22
000a4b 0A00 S-316 クੋク -21406664,22+21406664,22
000a4b 0A00 S-343 ੋ.ੋ -21406690,24+21406690,24
000a4b 0A00 S-344 ੋ ੋ -21406690,24+21406690,24
000a4b 0A00 S-346 ੋクੋ -21406690,24+21406690,24
000a4b 0A00 S-353 .ੋੋ -21406690,24+21406690,24
000a4b 0A00 S-354  ੋੋ -21406690,24+21406690,24
000a4b 0A00 S-356 クੋੋ -21406690,24+21406690,24
000a4b 0A00 S-413 .ੋੋ. -21406690,24+21406690,24
000a4b 0A00 S-414  ੋੋ  -21406690,24+21406690,24
000a4b 0A00 S-416 クੋੋク -21406690,24+21406690,24
000a4c 0A00 S-213 .ੌ -21406724,22+21406724,22
000a4c 0A00 S-214  ੌ -21406724,22+21406724,22
000a4c 0A00 S-216 クੌ -21406724,22+21406724,22
000a4c 0A00 S-313 .ੌ. -21406724,22+21406724,22
000a4c 0A00 S-314  ੌ  -21406724,22+21406724,22
000a4c 0A00 S-316 クੌク -21406724,22+21406724,22
000a4c 0A00 S-343 ੌ.ੌ -21406750,24+21406750,24
000a4c 0A00 S-344 ੌ ੌ -21406750,24+21406750,24
000a4c 0A00 S-346 ੌクੌ -21406750,24+21406750,24
000a4c 0A00 S-353 .ੌੌ -21406750,24+21406750,24
000a4c 0A00 S-354  ੌੌ -21406750,24+21406750,24
000a4c 0A00 S-356 クੌੌ -21406750,24+21406750,24
000a4c 0A00 S-413 .ੌੌ. -21406750,24+21406750,24
000a4c 0A00 S-414  ੌੌ  -21406750,24+21406750,24
000a4c 0A00 S-416 クੌੌク -21406750,24+21406750,24
000a4d 0A00 S-213 .੍ -21407024,22+21407024,22
000a4d 0A00 S-214  ੍ -21407024,22+21407024,22
000a4d 0A00 S-216 ク੍ -21407024,22+21407024,22
000a4d 0A00 S-313 .੍. -21407024,22+21407024,22
000a4d 0A00 S-314  ੍  -21407024,22+21407024,22
000a4d 0A00 S-316 ク੍ク -21407024,22+21407024,22
000a4d 0A00 S-343 ੍.੍ -21407050,24+21407050,24
000a4d 0A00 S-344 ੍ ੍ -21407050,24+21407050,24
000a4d 0A00 S-346 ੍ク੍ -21407050,24+21407050,24
000a4d 0A00 S-353 .੍੍ -21407050,24+21407050,24
000a4d 0A00 S-354  ੍੍ -21407050,24+21407050,24
000a4d 0A00 S-356 ク੍੍ -21407050,24+21407050,24
000a4d 0A00 S-413 .੍੍. -21407050,24+21407050,24
000a4d 0A00 S-414  ੍੍  -21407050,24+21407050,24
000a4d 0A00 S-416 ク੍੍ク -21407050,24+21407050,24
000a51 0A00 S-213 .ੑ -21404024,22+21404024,22
000a51 0A00 S-214  ੑ -21404024,22+21404024,22
000a51 0A00 S-216 クੑ -21404024,22+21404024,22
000a51 0A00 S-313 .ੑ. -21404024,22+21404024,22
000a51 0A00 S-314  ੑ  -21404024,22+21404024,22
000a51 0A00 S-316 クੑク -21404024,22+21404024,22
000a51 0A00 S-343 ੑ.ੑ -21404050,24+21404050,24
000a51 0A00 S-344 ੑ ੑ -21404050,24+21404050,24
000a51 0A00 S-346 ੑクੑ -21404050,24+21404050,24
000a51 0A00 S-353 .ੑੑ -21404050,24+21404050,24
000a51 0A00 S-354  ੑੑ -21404050,24+21404050,24
000a51 0A00 S-356 クੑੑ -21404050,24+21404050,24
000a51 0A00 S-413 .ੑੑ. -21404050,24+21404050,24
000a51 0A00 S-414  ੑੑ  -21404050,24+21404050,24
000a51 0A00 S-416 クੑੑク -21404050,24+21404050,24
000a59 0A00 S-213 .ਖ਼ -21404144,39+21404144,39
000a59 0A00 S-214  ਖ਼ -21404144,39+21404144,39
000a59 0A00 S-216 クਖ਼ -21404144,39+21404144,39
000a59 0A00 S-313 .ਖ਼. -21404144,39+21404144,39
000a59 0A00 S-314  ਖ਼  -21404144,39+21404144,39
000a59 0A00 S-316 クਖ਼ク -21404144,39+21404144,39
000a59 0A00 S-343 ਖ਼.ਖ਼ -21404196,43+21404196,43
000a59 0A00 S-344 ਖ਼ ਖ਼ -21404196,43+21404196,43
000a59 0A00 S-346 ਖ਼クਖ਼ -21404196,43+21404196,43
000a59 0A00 S-353 .ਖ਼ਖ਼ -21404196,43+21404196,43
000a59 0A00 S-354  ਖ਼ਖ਼ -21404196,43+21404196,43
000a59 0A00 S-356 クਖ਼ਖ਼ -21404196,43+21404196,43
000a59 0A00 S-413 .ਖ਼ਖ਼. -21404196,43+21404196,43
000a59 0A00 S-414  ਖ਼ਖ਼  -21404196,43+21404196,43
000a59 0A00 S-416 クਖ਼ਖ਼ク -21404196,43+21404196,43
000a5a 0A00 S-213 .ਗ਼ -21404264,39+21404264,39
000a5a 0A00 S-214  ਗ਼ -21404264,39+21404264,39
000a5a 0A00 S-216 クਗ਼ -21404264,39+21404264,39
000a5a 0A00 S-313 .ਗ਼. -21404264,39+21404264,39
000a5a 0A00 S-314  ਗ਼  -21404264,39+21404264,39
000a5a 0A00 S-316 クਗ਼ク -21404264,39+21404264,39
000a5a 0A00 S-343 ਗ਼.ਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-344 ਗ਼ ਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-346 ਗ਼クਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-353 .ਗ਼ਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-354  ਗ਼ਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-356 クਗ਼ਗ਼ -21404316,43+21404316,43
000a5a 0A00 S-413 .ਗ਼ਗ਼. -21404316,43+21404316,43
000a5a 0A00 S-414  ਗ਼ਗ਼  -21404316,43+21404316,43
000a5a 0A00 S-416 クਗ਼ਗ਼ク -21404316,43+21404316,43
000a5b 0A00 S-213 .ਜ਼ -21404624,39+21404624,39
000a5b 0A00 S-214  ਜ਼ -21404624,39+21404624,39
000a5b 0A00 S-216 クਜ਼ -21404624,39+21404624,39
000a5b 0A00 S-313 .ਜ਼. -21404624,39+21404624,39
000a5b 0A00 S-314  ਜ਼  -21404624,39+21404624,39
000a5b 0A00 S-316 クਜ਼ク -21404624,39+21404624,39
000a5b 0A00 S-343 ਜ਼.ਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-344 ਜ਼ ਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-346 ਜ਼クਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-353 .ਜ਼ਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-354  ਜ਼ਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-356 クਜ਼ਜ਼ -21404676,43+21404676,43
000a5b 0A00 S-413 .ਜ਼ਜ਼. -21404676,43+21404676,43
000a5b 0A00 S-414  ਜ਼ਜ਼  -21404676,43+21404676,43
000a5b 0A00 S-416 クਜ਼ਜ਼ク -21404676,43+21404676,43
000a5c 0A00 S-213 .ੜ -21406184,22+21406184,22
000a5c 0A00 S-214  ੜ -21406184,22+21406184,22
000a5c 0A00 S-216 クੜ -21406184,22+21406184,22
000a5c 0A00 S-313 .ੜ. -21406184,22+21406184,22
000a5c 0A00 S-314  ੜ  -21406184,22+21406184,22
000a5c 0A00 S-316 クੜク -21406184,22+21406184,22
000a5c 0A00 S-343 ੜ.ੜ -21406210,24+21406210,24
000a5c 0A00 S-344 ੜ ੜ -21406210,24+21406210,24
000a5c 0A00 S-346 ੜクੜ -21406210,24+21406210,24
000a5c 0A00 S-353 .ੜੜ -21406210,24+21406210,24
000a5c 0A00 S-354  ੜੜ -21406210,24+21406210,24
000a5c 0A00 S-356 クੜੜ -21406210,24+21406210,24
000a5c 0A00 S-413 .ੜੜ. -21406210,24+21406210,24
000a5c 0A00 S-414  ੜੜ  -21406210,24+21406210,24
000a5c 0A00 S-416 クੜੜク -21406210,24+21406210,24
000a5e 0A00 S-213 .ਫ਼ -21405524,39+21405524,39
000a5e 0A00 S-214  ਫ਼ -21405524,39+21405524,39
000a5e 0A00 S-216 クਫ਼ -21405524,39+21405524,39
000a5e 0A00 S-313 .ਫ਼. -21405524,39+21405524,39
000a5e 0A00 S-314  ਫ਼  -21405524,39+21405524,39
000a5e 0A00 S-316 クਫ਼ク -21405524,39+21405524,39
000a5e 0A00 S-343 ਫ਼.ਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-344 ਫ਼ ਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-346 ਫ਼クਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-353 .ਫ਼ਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-354  ਫ਼ਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-356 クਫ਼ਫ਼ -21405576,43+21405576,43
000a5e 0A00 S-413 .ਫ਼ਫ਼. -21405576,43+21405576,43
000a5e 0A00 S-414  ਫ਼ਫ਼  -21405576,43+21405576,43
000a5e 0A00 S-416 クਫ਼ਫ਼ク -21405576,43+21405576,43
000a6f 0A00 S-210 B੯ -15775931,58+15775931,58
000a6f 0A00 S-211 O੯ -19627016,58+19627016,58
000a6f 0A00 S-212 3੯ -13250343,58+13250343,58
000a6f 0A00 S-213 .੯ -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-214  ੯ -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-216 ク੯ -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-310 B੯B -15775931,58+15775931,58
000a6f 0A00 S-311 O੯O -19627016,58+19627016,58
000a6f 0A00 S-312 3੯3 -13250343,58+13250343,58
000a6f 0A00 S-313 .੯. -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-314  ੯  -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-316 ク੯ク -14476321,6+14476321,86:-14476369,103+14476449,23
000a6f 0A00 S-320 BB੯ -18106428,32+18106420,44
000a6f 0A00 S-321 OO੯ -21183780,31+21183780,31
000a6f 0A00 S-322 33੯ -13203524,31+13203524,31
000a6f 0A00 S-340 ੯B੯ -14476958,17+14476958,17
000a6f 0A00 S-341 ੯O੯ -14477000,17+14477000,17
000a6f 0A00 S-342 ੯3੯ -14476497,27+14476497,27
000a6f 0A00 S-343 ੯.੯ -14476683,6+14476611,102:-14476731,49+14476755,25
000a6f 0A00 S-344 ੯ ੯ -14476683,6+14476611,102:-14476731,49+14476755,25
000a6f 0A00 S-346 ੯ク੯ -14476683,6+14476611,102:-14476731,49+14476755,25
000a6f 0A00 S-350 B੯੯ -15775931,58+15775931,58
000a6f 0A00 S-351 O੯੯ -19627016,58+19627016,58
000a6f 0A00 S-352 3੯੯ -13250343,58+13250343,58
000a6f 0A00 S-353 .੯੯ -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-354  ੯੯ -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-356 ク੯੯ -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-380 3B੯ -13768892,58+13768892,58
000a6f 0A00 S-410 B੯੯B -15775931,58+15775931,58
000a6f 0A00 S-411 O੯੯O -19627016,58+19627016,58
000a6f 0A00 S-412 3੯੯3 -13250343,58+13250343,58
000a6f 0A00 S-413 .੯੯. -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-414  ੯੯  -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-416 ク੯੯ク -14476591,90+14476603,6:-14476683,6+14476611,102
000a6f 0A00 S-421 OO੯੯ -21183780,31+21183780,31
000a6f 0A00 S-422 33੯੯ -13203524,31+13203524,31
